lat_bin,lon_bin,time_slot,month,total_count,dominant_category,pred,conf,ok,p_violent,p_property,p_other,risk,city
32.64,-96.84,2,5,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,2,11,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,2,12,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,3,1,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,3,4,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,3,8,5,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,3,10,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.84,3,12,3,property,other,0.7696,False,0.112,0.1184,0.7696,11.2,Dallas
32.64,-96.83,0,3,4,property,other,0.7028,False,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.83,0,5,3,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,0,12,6,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,1,2,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,1,5,5,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,1,10,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,1,12,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,2,2,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,2,3,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,3,1,6,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,3,2,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,3,4,3,other,other,0.7696,True,0.112,0.1184,0.7696,11.2,Dallas
32.64,-96.83,3,6,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.83,3,12,7,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.82000000000001,0,5,4,other,other,0.7028,True,0.1022,0.1949,0.7028,10.2,Dallas
32.64,-96.82000000000001,2,10,4,property,other,0.8952,False,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.81,3,2,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,1,10,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,2,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,3,7,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,4,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,6,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,7,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,9,9,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,11,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,0,12,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,1,1,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,1,2,8,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,1,3,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,1,4,3,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,1,8,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,1,10,4,violent,other,0.7072,False,0.1029,0.19,0.7072,10.3,Dallas
32.64,-96.78,1,11,5,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,1,12,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,1,4,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,2,11,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,3,11,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
32.64,-96.78,2,4,14,other,other,0.8952,True,0.0172,0.0876,0.8952,1.7,Dallas
